"filename", "language", "TypeScript", "Markdown", "WebAssembly Text Format", "JSON", "JSON with Comments", "HTML", "JavaScript", "comment", "blank", "total"
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/app.ts", "TypeScript", 66, 0, 0, 0, 0, 0, 0, 8, 15, 89
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/boot.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 1, 4, 10
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/core/consts/colors.consts.ts", "TypeScript", 149, 0, 0, 0, 0, 0, 0, 12, 34, 195
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/core/consts/config.consts.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 2, 6, 23
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/core/consts/css.consts.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 3, 3, 14
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/core/consts/oklch.consts.ts", "TypeScript", 143, 0, 0, 0, 0, 0, 0, 26, 47, 216
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/core/consts/old-rgb.consts.ts", "TypeScript", 146, 0, 0, 0, 0, 0, 0, 25, 37, 208
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/core/consts/ui-consts.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 0, 3, 20, 85
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/core/helpers/color-helpers.ts", "TypeScript", 149, 0, 0, 0, 0, 0, 0, 0, 45, 194
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/core/types/core.types.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 1, 9, 31
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/about/about-helpers.ts", "TypeScript", 297, 0, 0, 0, 0, 0, 0, 58, 87, 442
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/about/about.consts.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 2, 3, 37
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/about/about.css.ts", "TypeScript", 232, 0, 0, 0, 0, 0, 0, 40, 44, 316
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/about/about.types.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 3, 7, 34
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/about/markdown-parser.ts", "TypeScript", 229, 0, 0, 0, 0, 0, 0, 14, 67, 310
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/about/mount-about.ts", "TypeScript", 81, 0, 0, 0, 0, 0, 0, 0, 24, 105
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/amoeba/amoebi-geometry.ts", "TypeScript", 263, 0, 0, 0, 0, 0, 0, 0, 23, 286
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/amoeba/amoebi.consts.ts", "TypeScript", 75, 0, 0, 0, 0, 0, 0, 1, 8, 84
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/amoeba/amoebi.css.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 0, 6, 49
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/amoeba/amoebi.types.ts", "TypeScript", 93, 0, 0, 0, 0, 0, 0, 1, 9, 103
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/amoeba/make-amoebi.ts", "TypeScript", 597, 0, 0, 0, 0, 0, 0, 6, 100, 703
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/bar-bar.ts/mount-bar-bar.ts", "TypeScript", 138, 0, 0, 0, 0, 0, 0, 3, 35, 176
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/build/build.consts.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 3, 35
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/build/build.css.ts", "TypeScript", 132, 0, 0, 0, 0, 0, 0, 17, 22, 171
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/build/build.types.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 11, 11, 52
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/build/mount-bp.ts", "TypeScript", 267, 0, 0, 0, 0, 0, 0, 0, 58, 325
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/cellsheet/cellsheet-helpers.ts", "TypeScript", 311, 0, 0, 0, 0, 0, 0, 0, 28, 339
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/cellsheet/cellsheet.css.ts", "TypeScript", 138, 0, 0, 0, 0, 0, 0, 3, 5, 146
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/cellsheet/cellsheet.ts", "TypeScript", 607, 0, 0, 0, 0, 0, 0, 1, 114, 722
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/cellsheet/cellsheet.types.ts", "TypeScript", 76, 0, 0, 0, 0, 0, 0, 0, 3, 79
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/deck/deck-helpers.ts", "TypeScript", 147, 0, 0, 0, 0, 0, 0, 0, 19, 166
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/deck/deck-slides.ts", "TypeScript", 314, 0, 0, 0, 0, 0, 0, 4, 8, 326
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/deck/deck.css.ts", "TypeScript", 201, 0, 0, 0, 0, 0, 0, 20, 12, 233
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/deck/deck.types.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 0, 0, 7, 57
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/deck/mount-deck.ts", "TypeScript", 468, 0, 0, 0, 0, 0, 0, 15, 92, 575
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/fleurs/fleurs-cols.ts", "TypeScript", 171, 0, 0, 0, 0, 0, 0, 5, 31, 207
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/fleurs/fleurs-helpers.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 4, 9, 34
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/fleurs/fleurs.consts.ts", "TypeScript", 150, 0, 0, 0, 0, 0, 0, 0, 19, 169
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/fleurs/fleurs.css.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/fleurs/fleurs.ts", "TypeScript", 136, 0, 0, 0, 0, 0, 0, 1, 37, 174
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/fleurs/fleurs.types.ts", "TypeScript", 78, 0, 0, 0, 0, 0, 0, 0, 17, 95
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/fleurs/render-fleurs.ts", "TypeScript", 321, 0, 0, 0, 0, 0, 0, 7, 100, 428
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/inspector/mount-inspector-fixture.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 61, 9, 100
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/motes/make-mote.ts", "TypeScript", 86, 0, 0, 0, 0, 0, 0, 9, 20, 115
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/motes/motes-init.ts", "TypeScript", 67, 0, 0, 0, 0, 0, 0, 7, 21, 95
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/motes/motes.css.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 13, 8, 50
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/motes/mount-motes.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 3, 15, 63
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/mount-color-sudoku.ts", "TypeScript", 1253, 0, 0, 0, 0, 0, 0, 49, 196, 1498
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/oklch/link-colors.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 1, 6, 28
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/oklch/mount-oklch.ts", "TypeScript", 314, 0, 0, 0, 0, 0, 0, 14, 72, 400
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/oklch/oklch.css.ts", "TypeScript", 164, 0, 0, 0, 0, 0, 0, 9, 27, 200
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/oklch/oklch.types.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 8, 41
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/parse/browser-circuit-certificate.ts", "TypeScript", 127, 0, 0, 0, 0, 0, 0, 7, 7, 141
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/parse/circuit-verification-browser-transport.ts", "TypeScript", 190, 0, 0, 0, 0, 0, 0, 0, 11, 201
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/parse/init-pp.ts", "TypeScript", 235, 0, 0, 0, 0, 0, 0, 2, 23, 260
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/parse/parsing-verification-coordinator.ts", "TypeScript", 266, 0, 0, 0, 0, 0, 0, 0, 24, 290
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/parse/pp-factory.ts", "TypeScript", 195, 0, 0, 0, 0, 0, 0, 1, 42, 238
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/parse/pp.css.ts", "TypeScript", 103, 0, 0, 0, 0, 0, 0, 15, 15, 133
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/parse/pp.types.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/pointer/point-factory.ts", "TypeScript", 73, 0, 0, 0, 0, 0, 0, 13, 24, 110
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/pointer/point.css.ts", "TypeScript", 144, 0, 0, 0, 0, 0, 0, 6, 20, 170
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/pointer/point.ts", "TypeScript", 121, 0, 0, 0, 0, 0, 0, 10, 40, 171
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/render/render-helpers.ts", "TypeScript", 230, 0, 0, 0, 0, 0, 0, 13, 46, 289
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/render/render-json.ts", "TypeScript", 664, 0, 0, 0, 0, 0, 0, 10, 112, 786
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/render/render.consts.ts", "TypeScript", 288, 0, 0, 0, 0, 0, 0, 0, 0, 288
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/render/render.css.ts", "TypeScript", 195, 0, 0, 0, 0, 0, 0, 4, 4, 203
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/render/render.types.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 6, 59
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/tests/hosted-client/browser-websocket-socket.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 4, 1, 14
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/tests/panel/hosted-test-case-list.ts", "TypeScript", 420, 0, 0, 0, 0, 0, 0, 0, 24, 444
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/tests/panel/hosted-test-panel-adapter.ts", "TypeScript", 309, 0, 0, 0, 0, 0, 0, 3, 21, 333
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/tests/panel/hosted-test-panel-runtime.ts", "TypeScript", 591, 0, 0, 0, 0, 0, 0, 4, 39, 634
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/tests/panel/hosted-test-panel-selection.ts", "TypeScript", 209, 0, 0, 0, 0, 0, 0, 5, 18, 232
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/tests/panel/hosted-test-report-summary.ts", "TypeScript", 65, 0, 0, 0, 0, 0, 0, 0, 4, 69
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/tests/panel/hosted-test-report-view.ts", "TypeScript", 137, 0, 0, 0, 0, 0, 0, 4, 11, 152
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/tests/panel/mount-tp.ts", "TypeScript", 666, 0, 0, 0, 0, 0, 0, 0, 55, 721
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/tests/panel/test-helpers.ts", "TypeScript", 84, 0, 0, 0, 0, 0, 0, 0, 7, 91
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/tests/panel/test-logger.ts", "TypeScript", 277, 0, 0, 0, 0, 0, 0, 2, 55, 334
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/tests/panel/tests.consts.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 1, 5, 18
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/tests/panel/tp.css.ts", "TypeScript", 209, 0, 0, 0, 0, 0, 0, 6, 25, 240
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/tests/panel/tp.types.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 5, 5, 33
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/towl/index.ts", "TypeScript", 56, 0, 0, 0, 0, 0, 0, 0, 1, 57
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/towl/mount-towl.ts", "TypeScript", 292, 0, 0, 0, 0, 0, 0, 1, 29, 322
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/towl/towl.client.ts", "TypeScript", 165, 0, 0, 0, 0, 0, 0, 1, 44, 210
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/towl/towl.consts.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 16, 51
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/towl/towl.css.ts", "TypeScript", 122, 0, 0, 0, 0, 0, 0, 0, 17, 139
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/towl/towl.room.ts", "TypeScript", 69, 0, 0, 0, 0, 0, 0, 0, 10, 79
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/towl/towl.runtime.ts", "TypeScript", 125, 0, 0, 0, 0, 0, 0, 0, 14, 139
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/towl/towl.schema.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 5, 30
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/towl/towl.state.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 2, 23
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/towl/towl.transitions.ts", "TypeScript", 171, 0, 0, 0, 0, 0, 0, 0, 21, 192
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/demos/towl/towl.types.ts", "TypeScript", 72, 0, 0, 0, 0, 0, 0, 0, 13, 85
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-1-brand/brand.anim-keys.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 1, 15, 73
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-1-brand/brand.css.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 1, 7, 65
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-1-brand/error-underline.ts", "TypeScript", 114, 0, 0, 0, 0, 0, 0, 8, 25, 147
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-1-brand/mount-brand.ts", "TypeScript", 72, 0, 0, 0, 0, 0, 0, 3, 19, 94
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-1-brand/zalgo.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 3, 12, 60
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-2-splash/make-cloud.ts", "TypeScript", 264, 0, 0, 0, 0, 0, 0, 13, 44, 321
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-2-splash/mount-splash.ts", "TypeScript", 221, 0, 0, 0, 0, 0, 0, 15, 35, 271
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-2-splash/splash-lifecycle.ts", "TypeScript", 126, 0, 0, 0, 0, 0, 0, 0, 21, 147
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-2-splash/splash.anim.ts", "TypeScript", 129, 0, 0, 0, 0, 0, 0, 15, 22, 166
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-2-splash/splash.buds.ts", "TypeScript", 116, 0, 0, 0, 0, 0, 0, 8, 14, 138
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-2-splash/splash.consts.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 6, 18, 77
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-2-splash/splash.css.ts", "TypeScript", 245, 0, 0, 0, 0, 0, 0, 10, 34, 289
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-2-splash/splash.keys.ts", "TypeScript", 296, 0, 0, 0, 0, 0, 0, 9, 13, 318
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-2-splash/splash.types.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 1, 2, 5
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-3-demo/demo.consts.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 1, 11, 57
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-3-demo/demo.css.ts", "TypeScript", 162, 0, 0, 0, 0, 0, 0, 11, 30, 203
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-3-demo/global.css.ts", "TypeScript", 89, 0, 0, 0, 0, 0, 0, 6, 11, 106
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-3-demo/mount-demo.ts", "TypeScript", 351, 0, 0, 0, 0, 0, 0, 5, 73, 429
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/phases/phase-3-demo/set-global-css.ts", "TypeScript", 58, 0, 0, 0, 0, 0, 0, 12, 17, 87
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/state/state.types.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 2, 14, 59
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/state/store.ts", "TypeScript", 145, 0, 0, 0, 0, 0, 0, 7, 39, 191
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/ui/panels/panel-simple.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 2, 3, 26
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/ui/panels/panels.css.ts", "TypeScript", 117, 0, 0, 0, 0, 0, 0, 9, 16, 142
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/ui/panels/panels.types.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 1, 3, 23
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/ui/soft-tile/soft-tile-candidates.ts", "TypeScript", 326, 0, 0, 0, 0, 0, 0, 0, 20, 346
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/ui/soft-tile/soft-tile-energy.ts", "TypeScript", 90, 0, 0, 0, 0, 0, 0, 0, 4, 94
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/ui/soft-tile/soft-tile-field.ts", "TypeScript", 120, 0, 0, 0, 0, 0, 0, 0, 9, 129
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/ui/soft-tile/soft-tile.types.ts", "TypeScript", 108, 0, 0, 0, 0, 0, 0, 0, 13, 121
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/ui/wordmark/styles/splash.style-wordmark.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 4, 10, 68
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/ui/wordmark/wordmark-factory.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 7, 39
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/ui/wordmark/wordmark.css.ts", "TypeScript", 68, 0, 0, 0, 0, 0, 0, 2, 16, 86
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/ui/wordmark/wordmark.types.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/utils/helpers.ts", "TypeScript", 65, 0, 0, 0, 0, 0, 0, 8, 13, 86
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/utils/makers.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/utils/rng.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 2, 1, 16
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/utils/skip-controller.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 0, 10, 18, 78
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/utils/skip-promise.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 3, 12, 50
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/utils/snap-helpers.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 6, 12, 55
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/utils/swatch-logger.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 2, 12, 49
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/utils/wait.ts", "TypeScript", 181, 0, 0, 0, 0, 0, 0, 21, 36, 238
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/widgets/buds-deprecate/bud-config.ts", "TypeScript", 49, 0, 0, 0, 0, 0, 0, 5, 15, 69
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/widgets/chips-deprecate/make-btn.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 12, 8, 44
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/widgets/columns-deprecate/columns.ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 14, 23, 101
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/widgets/panel-spawner/panel-spawner.ts", "TypeScript", 424, 0, 0, 0, 0, 0, 0, 6, 24, 454
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/widgets/stipple-deprecate?/make-stipple.ts", "TypeScript", 278, 0, 0, 0, 0, 0, 0, 77, 91, 446
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/widgets/stipple-deprecate?/stipple.anim-keys.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 4, 4, 31
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/widgets/stipple-deprecate?/stipple.css.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 4, 2, 22
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/widgets/vines/vines.ts", "TypeScript", 146, 0, 0, 0, 0, 0, 0, 36, 40, 222
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/app/widgets/wasm-fireworks/wasm-fireworks.ts", "TypeScript", 503, 0, 0, 0, 0, 0, 0, 72, 106, 681
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/docs/hson-metadata-downstream-integration.md", "Markdown", 0, 51, 0, 0, 0, 0, 0, 0, 12, 63
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/main.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 2, 7, 18
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/src/vite-env.d.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 2, 2, 8
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/tests/AGENTS.md", "Markdown", 0, 39, 0, 0, 0, 0, 0, 0, 22, 61
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/tests/README.md", "Markdown", 0, 57, 0, 0, 0, 0, 0, 0, 28, 85
"/Users/philliphanson/Documents/Design/web/hson/hson-demo2/tests/docs/architecture.md", "Markdown", 0, 132, 0, 0, 0, 0, 0, 0, 37, 169
